ID,open_month,end_month,window,STATUS
5116162,-23,0,23,Paid
5116163,-2,0,2,No Loan
5116164,-38,-6,32,No Loan
5116165,-8,0,8,No Loan
5116166,-25,0,25,No Loan
5116167,-37,0,37,No Loan
5116168,-37,-29,8,Paid
5116169,-43,-42,1,Paid
5116170,-35,0,35,No Loan
5116172,-53,-14,39,No Loan
5116175,-49,-17,32,No Loan
5116176,-24,0,24,No Loan
5116177,-32,0,32,No Loan
5116178,-12,0,12,No Loan
5116179,-2,-1,1,No Loan
5116180,-10,0,10,Paid
5116181,-3,0,3,Closed
5116183,-48,-44,4,Paid
5116184,-25,0,25,Paid
5116185,-9,0,9,No Loan
5116186,-1,0,1,No Loan
5116187,-11,0,11,Paid
5116188,-25,-7,18,Paid
5116189,-17,0,17,Paid
5116190,-17,-6,11,Paid
5116191,-12,-1,11,Paid
5116192,-3,0,3,Paid
5116193,-37,-13,24,No Loan
5116194,-35,-11,24,No Loan
5116195,-23,0,23,Paid
5116196,-25,-1,24,No Loan
5116198,-29,0,29,No Loan
5116199,-2,0,2,No Loan
5116200,-23,-4,19,Paid
5116201,-1,0,1,Paid
5116202,-38,0,38,Paid
5116203,-39,0,39,Paid
5116204,-43,0,43,Paid
5116205,-47,0,47,Paid
5116206,-29,0,29,Paid
5116207,-27,0,27,Paid
5116208,-13,-1,12,Paid
5116209,-7,0,7,Paid
5116210,-60,-37,23,Paid
5116211,-60,-37,23,Paid
5116212,-21,0,21,Paid
5116215,-43,0,43,Paid
5116217,-5,0,5,Paid
5116218,-18,0,18,No Loan
5116219,-36,-28,8,Paid
5116220,-54,-46,8,Paid
5116222,-17,-9,8,Paid
5116223,-15,0,15,Paid
5116225,-38,0,38,Paid
5116226,-44,0,44,Paid
5116227,-8,0,8,No Loan
5116228,-14,-5,9,No Loan
5116229,-39,-31,8,Paid
5116230,-8,0,8,No Loan
5116231,-37,-29,8,No Loan
5116232,-10,-2,8,No Loan
5116234,-16,-8,8,No Loan
5116235,-8,0,8,No Loan
5116236,-60,0,60,No Loan
5116237,-60,-12,48,No Loan
5116238,-48,0,48,No Loan
5116239,-26,0,26,No Loan
5116240,-6,0,6,Paid
5116241,-2,0,2,Paid
5116243,-51,0,51,Paid
5116244,-33,0,33,Paid
5116246,-60,-27,33,No Loan
5116247,-53,0,53,No Loan
5116248,-41,-8,33,No Loan
5116249,-32,0,32,No Loan
5116250,-30,0,30,No Loan
5116251,-23,0,23,Paid
5116252,-31,0,31,No Loan
5116253,-31,-17,14,Paid
5116254,-34,0,34,No Loan
5116257,-5,0,5,No Loan
5116258,-35,0,35,Paid
5116259,-35,-3,32,No Loan
5116260,-35,-3,32,No Loan
5116261,-22,0,22,Paid
5116263,-31,0,31,No Loan
5116264,-41,-39,2,Paid
5116266,-11,-9,2,Paid
5116267,-2,0,2,Paid
5116269,-42,0,42,Paid
5116270,-14,0,14,No Loan
5116274,-22,0,22,No Loan
5116282,-37,-1,36,No Loan
5116283,-35,0,35,No Loan
5116284,-19,0,19,Paid
5116285,-13,0,13,Paid
5116286,-5,0,5,Paid
5116287,-13,0,13,No Loan
5116290,-41,0,41,No Loan
5116291,-51,-13,38,Paid
5116293,-36,0,36,No Loan
5116294,-34,0,34,No Loan
5116295,-39,0,39,No Loan
5116296,-38,-14,24,Paid
5116297,-30,0,30,No Loan
5116298,-23,-16,7,Paid
5116299,-19,0,19,No Loan
5116300,-7,0,7,No Loan
5116301,-30,0,30,Paid
5116302,-18,0,18,Paid
5116303,-12,0,12,Paid
5116304,-57,0,57,Paid
5116305,-55,0,55,Paid
5116306,-11,0,11,Paid
5116308,-36,0,36,No Loan
5116310,-52,0,52,Paid
5116311,-59,0,59,Paid
5116312,-42,0,42,No Loan
5116313,-59,-16,43,Paid
5116315,-37,0,37,Paid
5116316,-24,0,24,No Loan
5116317,-14,0,14,No Loan
5116319,-48,-43,5,Paid
5116320,-7,0,7,No Loan
5116321,-2,0,2,Paid
5116322,-5,0,5,Paid
5116323,-14,-9,5,Paid
5116324,-43,-36,7,No Loan
5116325,-59,0,59,Paid
5116326,-58,0,58,Paid
5116327,-29,0,29,Paid
5116328,-27,-2,25,Paid
5116329,-25,0,25,Paid
5116332,-21,0,21,Paid
5116333,-39,-4,35,Paid
5116334,-21,0,21,Paid
5116338,-36,-1,35,Paid
5116339,-38,-3,35,Paid
5116340,-34,0,34,Paid
5116341,-38,0,38,Paid
5116343,-23,0,23,Paid
5116345,-29,0,29,Paid
5116347,-57,0,57,Paid
5116348,-35,0,35,Paid
5116353,-31,0,31,Paid
5116354,-26,0,26,Paid
5116355,-5,0,5,Paid
5116356,-11,0,11,No Loan
5116357,-26,0,26,No Loan
5116364,-30,-4,26,No Loan
5116365,-13,-4,9,No Loan
5116366,-60,-51,9,No Loan
5116367,-9,0,9,Paid
5116368,-27,-18,9,No Loan
5116369,-8,0,8,Paid
5116371,-6,0,6,No Loan
5116372,-11,-9,2,No Loan
5116373,-5,-3,2,No Loan
5116374,-21,-9,12,No Loan
5116375,-1,0,1,No Loan
5116376,-16,0,16,Paid
5116377,-11,-9,2,No Loan
5116378,-21,-9,12,No Loan
5116379,-3,-1,2,No Loan
5116380,-29,0,29,No Loan
5116381,-28,0,28,No Loan
5116382,-26,0,26,No Loan
5116383,-20,0,20,No Loan
5116384,-12,0,12,No Loan
5116385,-15,0,15,No Loan
5116386,-44,-5,39,Paid
5116387,-38,-16,22,No Loan
5116388,-40,0,40,No Loan
5116389,-21,-6,15,No Loan
5116390,-11,0,11,No Loan
5116391,-44,-12,32,Paid
5116392,-40,-18,22,No Loan
5116393,-19,0,19,No Loan
5116394,-32,-10,22,No Loan
5116395,-1,0,1,No Loan
5116396,-12,0,12,No Loan
5116397,-31,-19,12,No Loan
5116398,-27,0,27,No Loan
5116400,-8,0,8,No Loan
5116401,-49,-22,27,Paid
5116402,-28,0,28,Paid
5116403,-13,0,13,Paid
5116405,-11,0,11,No Loan
5116406,-59,-58,1,No Loan
5116407,0,0,0,Paid
5116408,-34,0,34,Paid
5116409,-37,0,37,Paid
5116410,-46,0,46,Paid
5116412,-30,-13,17,Paid
5116413,-29,0,29,Paid
5116414,-25,0,25,Paid
5116415,-12,0,12,Paid
5116416,-54,-25,29,Paid
5116417,-45,0,45,Paid
5116418,-48,-43,5,Paid
5116419,-40,0,40,Paid
5116420,-50,0,50,Paid
5116422,-8,0,8,Paid
5116423,-22,-3,19,No Loan
5116424,-25,-6,19,No Loan
5116425,-29,-3,26,No Loan
5116426,-16,0,16,No Loan
5116427,-11,-6,5,No Loan
5116428,0,0,0,No Loan
5116429,-5,0,5,No Loan
5116430,-7,-2,5,No Loan
5116431,-7,-2,5,No Loan
5116432,-16,0,16,Paid
5116433,-10,0,10,Paid
5116434,-35,0,35,Paid
5116436,-51,-16,35,Paid
5116437,-34,0,34,Paid
5116438,-27,0,27,Paid
5116439,-19,0,19,Paid
5116440,-9,0,9,No Loan
5116441,-59,-49,10,Paid
5116442,-23,0,23,No Loan
5116444,-7,0,7,No Loan
5116446,-43,0,43,Paid
5116447,0,0,0,Paid
5116448,-20,0,20,Paid
5116449,-11,0,11,Paid
5116450,-8,0,8,Paid
5116451,-5,0,5,No Loan
5116454,-52,-44,8,Paid
5116455,-20,0,20,No Loan
5116459,-7,0,7,No Loan
5116460,-15,-6,9,Paid
5116461,-22,-13,9,Paid
5116462,-25,-16,9,Paid
5116463,-30,-21,9,Paid
5116464,-30,-21,9,Paid
5116465,-35,-26,9,Paid
5116466,-48,-39,9,Paid
5116467,-36,-27,9,Paid
5116468,-11,-2,9,Paid
5116469,-11,-2,9,Paid
5116470,-8,0,8,Paid
5116471,-4,0,4,Paid
5116472,-30,0,30,Paid
5116473,-4,0,4,Paid
5116474,-13,0,13,Paid
5116478,-8,0,8,Paid
5116481,-7,0,7,No Loan
5116482,-11,-3,8,No Loan
5116483,-7,0,7,No Loan
5116484,-6,0,6,No Loan
5116486,-53,0,53,No Loan
5116487,-30,0,30,No Loan
5116488,-3,0,3,No Loan
5116489,-15,0,15,No Loan
5116490,-37,0,37,Paid
5116491,-19,0,19,No Loan
5116492,-18,0,18,No Loan
5116493,-17,0,17,No Loan
5116494,-37,-16,21,No Loan
5116495,-21,0,21,No Loan
5116496,-17,0,17,Paid
5116497,-1,0,1,Paid
5116498,-17,0,17,No Loan
5116499,-53,-36,17,No Loan
5116500,-6,0,6,Paid
5116501,-23,0,23,Paid
5116502,-40,0,40,No Loan
5116503,-37,-12,25,Paid
5116504,-26,-1,25,Paid
5116505,-24,0,24,Paid
5116506,-7,0,7,Paid
5116509,-29,0,29,No Loan
5116512,-8,0,8,No Loan
5116513,-8,0,8,No Loan
5116517,-60,-52,8,Paid
5116518,-55,-15,40,Paid
5116519,-39,0,39,No Loan
5116520,-7,0,7,Paid
5116521,-56,-10,46,Paid
5116522,-45,-8,37,Paid
5116523,-3,0,3,No Loan
5116524,-45,-11,34,No Loan
5116525,-36,0,36,No Loan
5116526,-33,0,33,No Loan
5116527,-7,0,7,Paid
5116528,-7,0,7,No Loan
5116529,-12,0,12,No Loan
5116530,-15,0,15,Paid
5116531,-55,-16,39,Paid
5116534,-51,-48,3,Paid
5116535,-42,0,42,No Loan
5116536,-33,0,33,Paid
5116538,-19,0,19,Paid
5116539,-4,0,4,No Loan
5116542,-35,0,35,Paid
5116543,-46,0,46,Paid
5116544,-46,-12,34,No Loan
5116547,-7,0,7,No Loan
5116548,-29,0,29,No Loan
5116549,-27,0,27,No Loan
5116550,-23,0,23,No Loan
5116551,-18,-6,12,Paid
5116552,-27,-14,13,Paid
5116553,-8,0,8,No Loan
5116554,-8,0,8,No Loan
5116555,-13,0,13,No Loan
5116556,-12,0,12,No Loan
5116558,-40,0,40,Paid
5116559,-59,0,59,Paid
5116562,-4,0,4,Paid
5116563,-18,0,18,Paid
5116565,-45,0,45,Paid
5116566,-37,0,37,Paid
5116567,-44,0,44,Paid
5116568,-44,0,44,Paid
5116569,-42,-4,38,Paid
5116571,-37,0,37,Paid
5116572,-7,0,7,Paid
5116573,-32,0,32,No Loan
5116576,-9,0,9,No Loan
5116577,-7,0,7,Paid
5116578,-28,0,28,Paid
5116579,-25,0,25,Paid
5116581,-47,0,47,Paid
5116582,-53,0,53,No Loan
5116588,-39,0,39,Paid
5116590,-37,0,37,Paid
5116591,-6,0,6,Paid
5116592,-39,-33,6,Paid
5116593,-31,0,31,Paid
5116594,-31,0,31,Paid
5116595,-5,0,5,Paid
5116596,-28,0,28,No Loan
5116597,-39,-6,33,Paid
5116598,-31,0,31,Paid
5116599,-26,0,26,Paid
5116600,-38,0,38,Paid
5116601,-48,-10,38,Paid
5116602,-34,-30,4,Paid
5116603,-31,0,31,Paid
5116604,-5,-1,4,Paid
5116605,-38,0,38,Paid
5116606,-12,0,12,Paid
5116609,-50,-24,26,Paid
5116610,-25,0,25,Paid
5116611,-23,0,23,Paid
5116612,-14,0,14,No Loan
5116613,-4,0,4,Paid
5116614,-41,-18,23,No Loan
5116615,-23,0,23,No Loan
5116616,-23,0,23,No Loan
5116617,-44,0,44,Paid
5116620,-24,-1,23,No Loan
5116621,-38,0,38,No Loan
5116622,-6,0,6,No Loan
5116623,-51,-11,40,No Loan
5116624,-34,0,34,No Loan
5116625,-59,-51,8,No Loan
5116627,-7,0,7,No Loan
5116629,-55,0,55,No Loan
5116630,-52,0,52,No Loan
5116631,-21,0,21,No Loan
5116632,-15,0,15,Paid
5116633,-48,0,48,Paid
5116634,-8,0,8,Paid
5116635,-23,0,23,Paid
5116636,-9,0,9,Paid
5116637,-9,0,9,Paid
5116638,-8,0,8,Paid
5116639,-15,0,15,Paid
5116640,-12,0,12,Paid
5116641,-41,-20,21,Paid
5116642,-31,-2,29,Paid
5116643,-28,-7,21,Paid
5116644,-24,0,24,Paid
5116645,-18,0,18,Paid
5116646,-35,0,35,Paid
5116647,-23,-11,12,No Loan
5116648,-11,0,11,Paid
5116649,-11,0,11,Paid
5116650,-60,-48,12,No Loan
5116651,-47,-35,12,No Loan
5116652,-47,-35,12,No Loan
5116653,-43,-31,12,No Loan
5116654,-60,-48,12,No Loan
5116655,-31,-19,12,No Loan
5116656,-39,-9,30,No Loan
5116657,-11,0,11,No Loan
5116658,-34,-4,30,No Loan
5116659,-2,0,2,No Loan
5116660,-29,0,29,No Loan
5116661,-15,0,15,No Loan
5116662,-10,0,10,No Loan
5116663,-5,0,5,No Loan
5116664,-12,0,12,No Loan
5116665,-41,-1,40,No Loan
5116666,-29,0,29,No Loan
5116667,-37,0,37,Paid
5116668,-56,-18,38,Paid
5116669,-31,0,31,Paid
5116672,-4,0,4,Paid
5116673,-3,0,3,Paid
5116674,-54,0,54,Paid
5116675,-27,0,27,No Loan
5116676,-28,0,28,No Loan
5116677,-20,0,20,No Loan
5116679,-13,0,13,Paid
5116680,-9,0,9,Paid
5116682,-3,0,3,No Loan
5116683,-37,0,37,No Loan
5116684,-55,-30,25,Paid
5116686,-24,0,24,No Loan
5116689,-10,0,10,Paid
5116691,-44,-27,17,Paid
5116692,-31,0,31,Paid
5116693,-11,0,11,Paid
5116696,-26,0,26,No Loan
5116697,-20,0,20,No Loan
5116698,0,0,0,No Loan
5116699,-21,-10,11,Paid
5116700,-10,0,10,Paid
5116701,-54,-37,17,Paid
5116702,-36,0,36,No Loan
5116703,-22,-5,17,Paid
5116704,-20,-16,4,Paid
5116705,-20,-10,10,Paid
5116706,-9,0,9,Paid
5116707,-13,0,13,Paid
5116708,-13,0,13,Paid
5116709,-41,0,41,Paid
5116710,-9,0,9,Paid
5116712,-58,0,58,Paid
5116713,-32,-5,27,No Loan
5116714,-15,0,15,No Loan
5116715,-58,-34,24,Paid
5116716,-23,0,23,No Loan
5116717,-50,-23,27,No Loan
5116718,-17,0,17,Paid
5116719,-25,0,25,Paid
5116720,-13,0,13,Paid
5116721,-28,-2,26,No Loan
5116722,-33,-9,24,Paid
5116723,-19,0,19,Paid
5116724,-18,0,18,Paid
5116725,-23,0,23,Paid
5116726,-6,0,6,Paid
5116729,-43,0,43,Paid
5116730,-50,0,50,Paid
5116731,-53,0,53,Paid
5116732,-50,0,50,Paid
5116735,-35,0,35,Paid
5116736,-7,0,7,Paid
5116738,-21,0,21,No Loan
5116741,-35,-1,34,No Loan
5116742,-35,-1,34,No Loan
5116745,-37,0,37,No Loan
5116746,-37,0,37,No Loan
5116747,-16,0,16,No Loan
5116748,-4,0,4,No Loan
5116749,-9,0,9,Paid
5116750,-10,0,10,Paid
5116751,-16,0,16,Paid
5116752,-9,0,9,Paid
5116753,-6,0,6,Paid
5116755,-25,0,25,Paid
5116756,-30,0,30,Paid
5116757,-30,0,30,Paid
5116761,-60,-17,43,Paid
5116762,-49,-6,43,Paid
5116763,-43,0,43,Paid
5116766,-3,0,3,No Loan
5116767,-14,0,14,No Loan
5116768,-5,0,5,No Loan
5116769,-42,-36,6,No Loan
5116770,-13,-7,6,No Loan
5116771,-11,-7,4,No Loan
5116774,-6,0,6,Paid
5116775,-17,0,17,No Loan
5116776,-24,0,24,Paid
5116777,-43,-32,11,No Loan
5116778,-52,-46,6,No Loan
5116779,-10,-3,7,Paid
5116780,-43,0,43,Paid
5116781,-10,0,10,No Loan
5116782,-14,0,14,Paid
5116783,-30,-8,22,Paid
5116784,-34,-12,22,Paid
5116785,-21,0,21,Paid
5116787,-36,-5,31,Paid
5116788,-30,-26,4,No Loan
5116789,-6,-4,2,Paid
5116790,-6,0,6,Paid
5116791,-4,0,4,Paid
5116792,-3,0,3,Paid
5116793,-3,0,3,Paid
5116794,-2,0,2,Paid
5116795,-1,0,1,Paid
5116796,0,0,0,Paid
5116797,-38,0,38,No Loan
5116798,-31,0,31,No Loan
5116799,-52,-13,39,No Loan
5116800,-46,0,46,No Loan
5116801,-48,-26,22,Paid
5116802,-48,0,48,No Loan
5116805,-52,0,52,No Loan
5116806,-52,-42,10,Paid
5116807,-9,0,9,Paid
5116809,-20,-2,18,Paid
5116810,-23,-5,18,Paid
5116811,-28,-10,18,Paid
5116812,-23,-5,18,Paid
5116813,-17,0,17,Paid
5116814,-11,0,11,No Loan
5116815,-49,-12,37,Paid
5116816,-43,-6,37,Paid
5116817,-20,0,20,Paid
5116818,-16,0,16,Paid
5116819,-3,0,3,Paid
5116820,-8,0,8,Paid
5116821,-12,0,12,Paid
5116822,-12,0,12,No Loan
5116823,-57,0,57,No Loan
5116824,-48,0,48,Paid
5116826,-52,0,52,Paid
5116828,-22,-1,21,Paid
5116829,-9,0,9,Paid
5116830,-11,0,11,Paid
5116831,-10,-8,2,Paid
5116832,-47,0,47,Paid
5116833,-35,-2,33,Paid
5116834,-33,0,33,Paid
5116835,-32,-21,11,Paid
5116836,-23,0,23,Paid
5116837,-10,0,10,Paid
5116838,-14,0,14,Paid
5116839,-9,-2,7,Paid
5116840,-6,0,6,Paid
5116841,-5,0,5,Paid
5116845,-35,0,35,No Loan
5116846,-39,-4,35,No Loan
5116850,-16,-8,8,Paid
5116851,-15,0,15,Paid
5116853,-33,0,33,No Loan
5116854,-32,0,32,No Loan
5116855,-7,-6,1,No Loan
5116856,-7,-5,2,No Loan
5116857,-7,-5,2,Paid
5116858,-1,0,1,No Loan
5116859,-50,-7,43,No Loan
5116860,-1,0,1,No Loan
5116861,-42,-29,13,Paid
5116862,-12,0,12,No Loan
5116863,-2,0,2,Paid
5116864,-49,-47,2,Paid
5116865,-1,0,1,Paid
5116867,-18,0,18,Paid
5116868,-37,0,37,Paid
5116870,-42,-19,23,Paid
5116872,-57,0,57,No Loan
5116873,-32,0,32,No Loan
5116875,-33,0,33,No Loan
5116877,-48,0,48,No Loan
5116878,-28,-12,16,No Loan
5116879,-34,0,34,Paid
5116880,-29,-17,12,No Loan
5116881,-27,0,27,Paid
5116882,-31,0,31,Paid
5116883,-54,-8,46,Paid
5116884,-23,0,23,No Loan
5116885,-30,-6,24,Paid
5116886,-58,-53,5,Paid
5116887,-19,-11,8,Paid
5116888,-2,0,2,Paid
5116889,-59,-31,28,Paid
5116890,-47,-43,4,Paid
5116891,-19,0,19,Paid
5116892,-23,0,23,No Loan
5116893,-41,0,41,No Loan
5116896,-37,0,37,Paid
5116898,-15,-9,6,Paid
5116899,0,0,0,Paid
5116900,-30,-20,10,Paid
5116901,-9,0,9,Paid
5116902,-42,-23,19,No Loan
5116903,-27,-7,20,Paid
5116905,-12,0,12,Paid
5116906,-14,0,14,Paid
5116907,-7,0,7,Paid
5116908,-7,0,7,No Loan
5116910,-31,0,31,No Loan
5116911,-12,0,12,Paid
5116912,-41,-25,16,No Loan
5116913,-51,-5,46,Paid
5116914,-16,-4,12,Paid
5116915,-21,0,21,Paid
5116916,-33,0,33,Paid
5116917,-39,0,39,No Loan
5116918,-26,0,26,No Loan
5116920,-51,0,51,No Loan
5116921,-39,0,39,Paid
5116922,-46,0,46,Paid
5116923,-39,0,39,Paid
5116924,-40,0,40,No Loan
5116925,-47,-38,9,No Loan
5116926,-60,-36,24,No Loan
5116927,-27,-19,8,No Loan
5116928,-12,0,12,No Loan
5116930,-2,0,2,No Loan
5116931,-24,0,24,No Loan
5116932,-36,0,36,Paid
5116933,-39,0,39,Paid
5116935,-14,0,14,No Loan
5116937,-35,0,35,Paid
5116939,-13,0,13,Paid
5116942,-1,0,1,No Loan
5116944,-6,0,6,No Loan
5116945,-20,-14,6,No Loan
5116947,-30,0,30,No Loan
5116948,-18,0,18,No Loan
5116949,-2,0,2,No Loan
5116950,-51,-34,17,No Loan
5116951,-16,0,16,No Loan
5116952,-27,0,27,No Loan
5116953,-53,-35,18,Paid
5116954,-17,0,17,No Loan
5116955,-55,0,55,No Loan
5116956,-48,0,48,No Loan
5116957,-15,0,15,No Loan
5116959,-43,0,43,No Loan
5116963,-22,0,22,Paid
5116965,-29,-23,6,Paid
5116966,-35,0,35,No Loan
5116967,-34,0,34,No Loan
5116968,-50,0,50,Paid
5116969,-27,0,27,No Loan
5116971,-22,0,22,Paid
5116972,-11,0,11,No Loan
5116973,-11,0,11,Paid
5116975,-17,0,17,Paid
5116977,-21,0,21,No Loan
5116980,0,0,0,Paid
5116981,-49,-20,29,No Loan
5116982,-28,-21,7,No Loan
5116983,-50,0,50,Paid
5116986,-36,0,36,Paid
5116987,-15,-9,6,No Loan
5116988,-47,-34,13,Paid
5116989,-8,0,8,Paid
5116990,-12,0,12,Paid
5116991,-8,0,8,Paid
5116992,-54,0,54,Paid
5116993,-4,0,4,Paid
5116994,-52,0,52,No Loan
5116997,-57,-16,41,Paid
5116999,-28,0,28,Paid
5117000,-9,0,9,No Loan
5117001,-30,0,30,Paid
5117002,-43,0,43,Paid
5117003,-47,0,47,Paid
5117004,-26,-18,8,Paid
5117005,-25,0,25,No Loan
5117006,-2,0,2,Paid
5117007,-31,0,31,No Loan
5117008,-35,0,35,Paid
5117009,-19,0,19,Paid
5117013,-34,0,34,No Loan
5117014,-14,0,14,Paid
5117015,-32,0,32,Paid
5117016,-49,0,49,Paid
5117018,-53,-47,6,No Loan
5117019,-23,0,23,Paid
5117020,-14,0,14,No Loan
5117022,-17,-3,14,Paid
5117025,-9,0,9,No Loan
5117027,-20,0,20,Paid
5117028,-19,0,19,Paid
5117030,-56,-5,51,Paid
5117032,-3,0,3,Paid
5117034,-4,0,4,Paid
5117038,-37,-15,22,Paid
5117039,-20,0,20,Paid
5117040,-30,-17,13,Paid
5117041,-52,0,52,No Loan
5117043,-24,0,24,No Loan
5117044,-6,0,6,No Loan
5117045,-29,0,29,Paid
5117047,-48,-26,22,No Loan
5117048,-18,0,18,Paid
5117053,-27,0,27,Paid
5117054,-43,-1,42,No Loan
5117055,-37,0,37,Paid
5117056,-37,-28,9,Paid
5117057,-31,-14,17,Paid
5117059,-12,0,12,No Loan
5117060,-27,0,27,Paid
5117061,-19,-10,9,Paid
5117062,-49,-13,36,No Loan
5117063,-48,0,48,No Loan
5117064,-49,0,49,No Loan
5117065,-49,-13,36,No Loan
5117066,-14,0,14,Paid
5117067,-9,0,9,No Loan
5117068,-2,0,2,Paid
5117069,-10,0,10,Paid
5117070,-54,-20,34,Paid
5117071,-33,0,33,Paid
5117072,-37,0,37,Paid
5117073,-47,0,47,Paid
5117074,-5,0,5,Paid
5117075,-1,0,1,No Loan
5117076,-7,0,7,Paid
5117077,-44,-36,8,No Loan
5117078,-16,0,16,No Loan
5117079,-44,-43,1,No Loan
5117080,-31,-1,30,No Loan
5117081,-29,0,29,Paid
5117082,-4,0,4,Paid
5117083,-4,0,4,Paid
5117084,-12,0,12,Paid
5117085,-9,0,9,Paid
5117086,-16,0,16,Paid
5117088,-49,0,49,No Loan
5117093,-19,-9,10,No Loan
5117094,-46,-36,10,No Loan
5117095,-9,0,9,No Loan
5117096,-57,-47,10,No Loan
5117097,-50,-40,10,No Loan
5117098,-42,-28,14,Paid
5117099,-23,-13,10,No Loan
5117102,-20,0,20,Paid
5117103,-29,-20,9,Paid
5117104,-32,0,32,Paid
5117105,-51,0,51,No Loan
5117107,-28,0,28,Paid
5117108,-8,0,8,Paid
5117109,-5,0,5,Paid
5117110,-9,0,9,Paid
5117111,-38,-30,8,No Loan
5117112,-8,0,8,No Loan
5117113,-28,-20,8,No Loan
5117114,-10,-2,8,No Loan
5117115,-17,-9,8,No Loan
5117117,-34,-26,8,No Loan
5117118,-20,0,20,Paid
5117121,-57,-36,21,No Loan
5117122,-58,0,58,No Loan
5117123,-51,-41,10,No Loan
5117124,-51,-41,10,No Loan
5117125,-47,-37,10,No Loan
5117126,-14,-4,10,No Loan
5117127,-9,0,9,No Loan
5117128,-14,0,14,No Loan
5117129,-6,0,6,No Loan
5117130,-28,0,28,Paid
5117131,-31,0,31,No Loan
5117132,-47,0,47,Paid
5117134,-47,0,47,Paid
5117135,-24,0,24,Paid
5117136,-50,0,50,Paid
5117139,-48,0,48,No Loan
5117141,-41,-19,22,No Loan
5117142,-41,-34,7,No Loan
5117144,-27,-21,6,Paid
5117145,-40,-34,6,Paid
5117146,-51,-45,6,Paid
5117147,-35,-29,6,Paid
5117148,-6,0,6,Paid
5117149,-7,0,7,No Loan
5117150,-24,-18,6,Paid
5117151,-5,0,5,Paid
5117152,-3,0,3,Paid
5117153,-38,-2,36,Paid
5117154,-59,-23,36,Paid
5117155,-35,0,35,Paid
5117156,-53,0,53,Paid
5117157,-23,0,23,Paid
5117159,-58,-34,24,Paid
5117160,-32,0,32,No Loan
5117161,-52,0,52,Paid
5117163,-31,0,31,No Loan
5117164,-39,-15,24,Paid
5117165,-47,0,47,No Loan
5117167,-52,0,52,Paid
5117168,-50,-26,24,Paid
5117169,-42,-18,24,Paid
5117170,-36,-8,28,Paid
5117171,-15,0,15,Paid
5117175,-56,0,56,Paid
5117176,-19,0,19,Paid
5117177,-16,0,16,Paid
5117178,-23,-7,16,No Loan
5117179,-35,-19,16,No Loan
5117180,-17,-1,16,No Loan
5117182,-29,0,29,Paid
5117186,-48,0,48,Paid
5117187,-9,0,9,Paid
5117189,-16,0,16,Paid
5117190,-9,0,9,Paid
5117191,-5,0,5,Paid
5117193,-37,-20,17,Paid
5117194,-49,-12,37,No Loan
5117195,-7,0,7,No Loan
5117196,-49,-41,8,No Loan
5117199,-21,0,21,Paid
5117200,-15,0,15,No Loan
5117201,-27,-8,19,Paid
5117202,-45,-26,19,Paid
5117203,-18,0,18,Paid
5117204,-12,0,12,Paid
5117205,-1,0,1,Paid
5117206,-24,0,24,No Loan
5117207,-46,-22,24,No Loan
5117209,-35,-11,24,No Loan
5117210,-17,0,17,No Loan
5117211,-51,-39,12,No Loan
5117213,-23,-11,12,No Loan
5117214,-11,0,11,No Loan
5117215,-59,-46,13,Paid
5117216,-3,0,3,No Loan
5117217,-41,0,41,No Loan
5117218,-16,0,16,No Loan
5117219,-7,0,7,Paid
5117220,-21,0,21,Paid
5117221,-24,0,24,No Loan
5117222,-13,0,13,No Loan
5117223,-56,-35,21,Paid
5117224,-20,0,20,Paid
5117225,-8,0,8,Paid
5117226,-25,-7,18,Paid
5117227,-6,0,6,No Loan
5117228,-3,0,3,No Loan
5117230,-38,0,38,No Loan
5117231,-41,0,41,Paid
5117233,-30,0,30,Paid
5117234,-12,0,12,Paid
5117235,-34,0,34,No Loan
5117236,-15,0,15,Paid
5117237,-15,-3,12,Paid
5117238,-1,0,1,Paid
5117239,0,0,0,Paid
5117241,-16,0,16,Paid
5117242,-38,-2,36,Paid
5117243,-41,-26,15,No Loan
5117244,-49,-34,15,No Loan
5117245,-12,0,12,Paid
5117246,-5,0,5,No Loan
5117247,-31,-19,12,Paid
5117248,-18,0,18,Paid
5117249,-17,-2,15,No Loan
5117250,-16,0,16,No Loan
5117251,-14,0,14,No Loan
5117252,-7,0,7,Paid
5117254,-37,0,37,No Loan
5117255,-49,0,49,No Loan
5117256,-55,-17,38,Paid
5117257,-23,0,23,No Loan
5117258,-59,-28,31,Paid
5117259,-59,-7,52,Paid
5117261,-51,0,51,Paid
5117262,-30,0,30,Paid
5117264,-25,0,25,No Loan
5117266,-39,0,39,Paid
5117267,-59,-40,19,Paid
5117268,-27,0,27,Paid
5117269,-19,0,19,Paid
5117271,-46,0,46,No Loan
5117272,-54,-11,43,Paid
5117273,-34,0,34,Paid
5117274,-19,0,19,Paid
5117275,-27,0,27,No Loan
5117276,-39,-2,37,Paid
5117277,-8,0,8,Paid
5117278,-17,0,17,No Loan
5117279,-29,0,29,Paid
5117280,-45,-8,37,Paid
5117281,-36,-17,19,No Loan
5117282,-39,-17,22,No Loan
5117283,-39,-3,36,Paid
5117284,-30,-12,18,Paid
5117285,-42,-23,19,Paid
5117286,-38,0,38,Paid
5117287,-40,-3,37,Paid
5117288,-39,-2,37,Paid
5117289,-39,-2,37,Paid
5117290,-21,0,21,Paid
5117291,-1,0,1,Paid
